query,seed ortholog,evalue,score,predicted name,GO terms,KEGG KO,BiGG reactions,tax scope,eggNOGs,best Ogs,COG Cat.,eggNOG HMM Desc.
WP_004041638.1,309800.HVO_1755,1.70E-66,256.9,,,,,arNOG[11],"0M1A1@eurNOG,0RHRB@halNOG,1108A@NOG,arCOG06440@arNOG",NA|NA|NA,,
WP_004041613.1,309800.HVO_1724,1.90E-89,333.6,,,,,arNOG[11],"02T51@arNOG,0M0UR@eurNOG,0RJ4M@halNOG,103G1@NOG",NA|NA|NA,,
WP_004041611.1,309800.HVO_1721,1.20E-67,260.8,,,,,arNOG[11],"0M0GC@eurNOG,0RI43@halNOG,COG0633@NOG,arCOG02987@arNOG",NA|NA|NA,C,2Fe-2S iron-sulfur cluster binding
WP_004041580.1,309800.HVO_1691,2.20E-48,196.4,,,,,arNOG[11],"0KU1F@eurNOG,0RHQY@halNOG,COG1873@NOG,arCOG02155@arNOG",NA|NA|NA,S,PRC-barrel domain protein
WP_004041579.1,309800.HVO_1690,2.30E-263,912.9,GYY_01460,,,,arNOG[11],"0KS6C@eurNOG,0RFVU@halNOG,COG0618@NOG,COG1226@NOG,arCOG01566@arNOG",NA|NA|NA,P,domain protein
WP_004041571.1,309800.HVO_1681,2.30E-176,623.2,OGG,,"K01247,K03660",,arNOG[11],"0KST9@eurNOG,0RFFM@halNOG,COG0122@NOG,arCOG00464@arNOG",NA|NA|NA,L,8-oxoguanine DNA glycosylase
WP_004041569.1,309800.HVO_1679,7.10E-37,157.9,,,,,arNOG[11],"0KVBG@eurNOG,0RI8R@halNOG,COG1745@NOG,arCOG02254@arNOG",NA|NA|NA,S,Uncharacterised protein family UPF0058
WP_004041567.1,309800.HVO_1677,1.20E-28,130.2,,,,,arNOG[11],"0KZ0Q@eurNOG,0RI8F@halNOG,0Z4MG@NOG,arCOG04636@arNOG",NA|NA|NA,,
WP_004041562.1,309800.HVO_1672,2.80E-64,249.6,,,,,arNOG[11],"02T7C@arNOG,0KZGG@eurNOG,0RJE6@halNOG,103DZ@NOG",NA|NA|NA,,
WP_004041556.1,309800.HVO_1666,1.20E-89,334.3,COAD,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0008152,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0044424,GO:0044464",K02201,PTPATi,arNOG[11],"0KTF6@eurNOG,0RH4U@halNOG,COG1019@NOG,arCOG01223@arNOG",NA|NA|NA,H,phosphopantetheine adenylyltransferase (EC 2.7.7.3)
WP_004041526.1,309800.HVO_1636,3.50E-40,169.1,,,,,arNOG[11],"02T4D@arNOG,0M17I@eurNOG,0RJJ0@halNOG,10ZEJ@NOG",NA|NA|NA,,
WP_004041524.1,309800.HVO_1634,1.70E-106,390.6,MIND3,,K03609,,arNOG[11],"0KZ9G@eurNOG,0RI3R@halNOG,0YTSK@NOG,arCOG06259@arNOG",NA|NA|NA,D,Cell division inhibitor MinD-like
WP_004041522.1,309800.HVO_1632,2.80E-123,446.4,,,K06999,,arNOG[11],"0KZBK@eurNOG,0RF4V@halNOG,11GP4@NOG,arCOG06256@arNOG",NA|NA|NA,S,phospholipase Carboxylesterase
WP_004041506.1,309800.HVO_1614,4.30E-54,215.7,,,,,arNOG[11],"02T5M@arNOG,0M0IM@eurNOG,0RJNJ@halNOG,103FH@NOG",NA|NA|NA,,
WP_004041503.1,309800.HVO_1611,7.20E-30,134.4,,,,,arNOG[11],"0KZ5E@eurNOG,0RI7M@halNOG,0YZIU@NOG,arCOG04616@arNOG",NA|NA|NA,,
WP_004041502.1,309800.HVO_1610,3.10E-159,566.2,,,,,arNOG[11],"0KSES@eurNOG,0RFPS@halNOG,COG4801@NOG,arCOG02471@arNOG",NA|NA|NA,S,Pfam:DUF583
WP_004041464.1,309800.HVO_1582,8.50E-36,154.5,,,,,arNOG[11],"0M0ZT@eurNOG,0RINP@halNOG,10ZXX@NOG,arCOG06260@arNOG",NA|NA|NA,,
WP_004041462.1,309800.HVO_1581,5.90E-74,282,CDD,,K01489,,arNOG[11],"0KS62@eurNOG,0RHCZ@halNOG,COG0295@NOG,arCOG04173@arNOG",NA|NA|NA,F,cytidine deaminase
WP_004041441.1,309800.HVO_1563,1.10E-66,257.7,,,,,arNOG[11],"110QR@NOG,arCOG11205@arNOG",NA|NA|NA,,
WP_004041375.1,485914.Hmuk_2474,7.20E-75,285.4,,,,,arNOG[11],"0KZUN@eurNOG,0RGX4@halNOG,110PA@NOG,arCOG08123@arNOG",NA|NA|NA,,
WP_004041337.1,469382.Hbor_07790,2.20E-152,543.9,,,K02015,,arNOG[11],"0KZAT@eurNOG,0RGMX@halNOG,COG0609@NOG,arCOG01007@arNOG",NA|NA|NA,P,transport system permease
WP_004041336.1,469382.Hbor_07800,4.80E-129,466.5,,,K02016,,arNOG[11],"0M122@eurNOG,0RGG8@halNOG,11HND@NOG,arCOG06180@arNOG",NA|NA|NA,P,Ferrichrome-binding protein
WP_004041317.1,797209.ZOD2009_06954,1.50E-69,268.5,LIVH1,,K01997,,arNOG[11],"0M0N8@eurNOG,0RGJK@halNOG,COG0559@NOG,arCOG01272@arNOG",NA|NA|NA,E,ABC-type transport system permease protein
WP_004041298.1,797209.ZOD2009_14526,3.50E-19,99.4,,,,,arNOG[11],"0KZMA@eurNOG,0RJI0@halNOG,110ZI@NOG,arCOG10144@arNOG",NA|NA|NA,,
WP_004041177.1,797209.ZOD2009_14371,1.20E-69,268.5,,,,,arNOG[11],"0M19F@eurNOG,0RI6H@halNOG,110SB@NOG,arCOG09178@arNOG",NA|NA|NA,,
WP_004041176.1,555079.Toce_1835,1.70E-67,261.9,ASPT,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",K07085,,bactNOG[38],"07TKN@bactNOG,0EV9J@cloNOG,0NK2P@firmNOG,COG2985@NOG",NA|NA|NA,P,YidE YbjL duplication
WP_004041173.1,634497.HAH_1810,2.20E-30,136.3,,,K00184,,arNOG[11],"0M196@eurNOG,0RIAK@halNOG,11058@NOG,arCOG06257@arNOG",NA|NA|NA,C,"Inherit from arCOG: 4Fe-4S ferredoxin, iron-sulfur binding"
WP_004041157.1,543526.Htur_3113,1.70E-38,164.1,,,K07005,,arNOG[11],"0KZPJ@eurNOG,0RHBS@halNOG,COG3467@NOG,arCOG00520@arNOG",NA|NA|NA,S,Pyridoxamine 5'-phosphate oxidase-related FMN-binding protein
WP_004041155.1,519442.Huta_0685,2.10E-80,304.3,TENA-2,,K03707,,arNOG[11],"0KXTB@eurNOG,0RGSV@halNOG,COG0819@NOG,arCOG01128@arNOG",NA|NA|NA,K,transcriptional
WP_004041114.1,416348.Hlac_2238,1.90E-115,420.6,ARCR3,,,,arNOG[11],"0M0CR@eurNOG,0RGXG@halNOG,COG1414@NOG,arCOG02798@arNOG",NA|NA|NA,K,"transcriptional regulator, IclR family"
WP_004041021.1,416348.Hlac_1111,2.50E-42,177.9,,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",,,arNOG[11],"0M195@eurNOG,0RIAM@halNOG,11KKW@NOG,arCOG04389@arNOG",NA|NA|NA,S,Inherit from COG: stage II sporulation protein m
WP_004040992.1,756883.Halar_1221,3.30E-19,100.5,,,,,arNOG[11],"111NE@NOG,arCOG08898@arNOG",NA|NA|NA,,
WP_004040983.1,795797.HacjB3_09685,9.30E-40,168.3,,,,,arNOG[11],"0KZ68@eurNOG,0RHAY@halNOG,125FJ@NOG,arCOG02709@arNOG",NA|NA|NA,E,glyoxalase bleomycin resistance protein dioxygenase
WP_004040979.1,469382.Hbor_10890,1.40E-148,531.6,,,,,arNOG[11],"0KZKA@eurNOG,0RFIJ@halNOG,0YA1I@NOG,arCOG02771@arNOG",NA|NA|NA,,
WP_004040969.1,795797.HacjB3_02600,5.60E-30,134.8,,,K03704,,arNOG[11],"0M15A@eurNOG,0RI1C@halNOG,COG1278@NOG,arCOG02984@arNOG",NA|NA|NA,K,cold-shock DNA-binding domain protein
WP_004040968.1,649638.Trad_2511,8.60E-27,125.9,,,,,bactNOG[38],"05X9N@bactNOG,124KV@NOG",NA|NA|NA,,
WP_004040941.1,416348.Hlac_1087,2.80E-82,310.5,,,,,arNOG[11],"0KZ4K@eurNOG,0RIUC@halNOG,COG1414@NOG,arCOG02798@arNOG",NA|NA|NA,K,"transcriptional regulator, IclR family"
WP_004040922.1,469382.Hbor_14580,3.00E-53,213.8,,,K06930,,arNOG[11],"0KYDZ@eurNOG,0RHKC@halNOG,COG3413@NOG,arCOG02274@arNOG",NA|NA|NA,K,HTH DNA binding domain
WP_004040912.1,64091.VNG0501G,2.10E-142,510.8,,,,,arNOG[11],"0KY52@eurNOG,COG0477@NOG,arCOG00130@arNOG",NA|NA|NA,G,Major Facilitator Superfamily
WP_004040876.1,797209.ZOD2009_04172,7.90E-105,385.6,ECH4,,"K01715,K15019",,arNOG[11],"0KU3G@eurNOG,0RFZB@halNOG,COG1024@NOG,arCOG00239@arNOG",NA|NA|NA,I,enoyl-CoA hydratase
WP_004040870.1,547559.Nmag_1030,7.70E-67,258.5,,,,,arNOG[11],"0KX2U@eurNOG,0RGTG@halNOG,COG2030@NOG,arCOG00774@arNOG",NA|NA|NA,I,MaoC domain protein dehydratase
WP_004040859.1,756883.Halar_3582,1.80E-35,153.7,,,,,arNOG[11],"0Z32U@NOG,arCOG06266@arNOG",NA|NA|NA,Q,Phenylacetic acid degradation B
WP_004040846.1,756883.Halar_1213,5.00E-118,429.5,,"GO:0005575,GO:0016020",K02025,,arNOG[11],"COG1175@NOG,arCOG00157@arNOG",NA|NA|NA,G,binding-protein-dependent transport systems inner membrane component
WP_004040813.1,1033806.HLRTI_04792,2.00E-10,70.9,,,,,arNOG[11],"111H2@NOG,arCOG02801@arNOG",NA|NA|NA,,
WP_004042160.1,309800.HVO_2273,2.40E-176,623.2,,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",K04763,,arNOG[11],"0KSF1@eurNOG,0RIZV@halNOG,COG0582@NOG,arCOG01241@arNOG",NA|NA|NA,L,Pfam:Phage_integr_N
WP_004042145.1,309800.HVO_2259,1.10E-176,624.4,,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",K04763,,arNOG[11],"0KSF1@eurNOG,COG0582@NOG,arCOG01241@arNOG",NA|NA|NA,L,"Site-specific tyrosine recombinase, which acts by catalyzing the cutting and rejoining of the recombining DNA molecules (By similarity)"
WP_013035734.1,1033806.HLRTI_11870,0,1330.5,,,,,arNOG[11],"0KSD8@eurNOG,0RISC@halNOG,0XQQ7@NOG,arCOG03948@arNOG",NA|NA|NA,K,Helicase conserved C-terminal domain
WP_013035731.1,311403.Arad_8265,1.90E-66,258.1,,"GO:0005575,GO:0016020",K02034,,bactNOG[38],"01VRB@aproNOG,05D9W@bactNOG,16QTH@proNOG,COG1173@NOG",NA|NA|NA,P,ABC transporter
WP_013035655.1,309800.HVO_1932,7.10E-173,611.7,,,K17064,,arNOG[11],"0M16W@eurNOG,0RFED@halNOG,COG0111@NOG,arCOG01757@arNOG",NA|NA|NA,H,dehydrogenase
WP_013035649.1,309800.HVO_1978,3.10E-114,416.4,RNHB,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",K03470,,arNOG[11],"0KSZR@eurNOG,0RGWQ@halNOG,COG0164@NOG,arCOG04121@arNOG",NA|NA|NA,L,Endonuclease that specifically degrades the RNA of RNA- DNA hybrids (By similarity)
WP_013035636.1,309800.HVO_0938,2.30E-82,310.1,,,,,arNOG[11],"0KZA4@eurNOG,0RHFD@halNOG,1118V@NOG,arCOG06388@arNOG",NA|NA|NA,T,Inherit from arCOG: UspA domain protein
WP_013035620.1,309800.HVO_2042,2.40E-232,809.7,,,K10725,,arNOG[11],"0M03W@eurNOG,0RGF6@halNOG,COG1474@NOG,arCOG00467@arNOG",NA|NA|NA,L,Involved in regulation of DNA replication (By similarity)
WP_013035603.1,309800.HVO_0914,1.00E-156,557.8,,,K01759,,arNOG[11],"0KZ2P@eurNOG,0RFUX@halNOG,COG0346@NOG,arCOG02708@arNOG",NA|NA|NA,E,glyoxalase bleomycin resistance protein dioxygenase
WP_013035593.1,309800.HVO_2798,1.50E-237,827,,,K01999,,arNOG[11],"02TCM@arNOG,0KXMI@eurNOG,0RGFN@halNOG,COG0683@NOG,arCOG01021@arNOG",NA|NA|NA,E,substrate-binding protein
WP_013035588.1,309800.HVO_1603,2.30E-196,689.9,SSUA,,K02051,,arNOG[11],"0KS3M@eurNOG,0RGMK@halNOG,COG0715@NOG,arCOG01803@arNOG",NA|NA|NA,P,ABC-type nitrate sulfonate bicarbonate transport systems
WP_013035585.1,309800.HVO_1495,6.40E-77,292,,,K02769,,arNOG[11],"0KZ11@eurNOG,0RHU8@halNOG,COG1445@NOG,arCOG10194@arNOG",NA|NA|NA,G,Phosphotransferase system IIB component
WP_013035550.1,309800.HVO_1219,2.30E-202,709.9,CHEF2,,K09156,,arNOG[11],"0KWKY@eurNOG,0RGBZ@halNOG,COG2469@NOG,arCOG02394@arNOG",NA|NA|NA,K,Chemotaxis signal transduction system protein F from archaea
WP_013035544.1,309800.HVO_2803,3.00E-194,682.9,LIVH4,,K01997,,arNOG[11],"0M0T0@eurNOG,0RGAG@halNOG,COG0559@NOG,arCOG01269@arNOG",NA|NA|NA,E,Branched-chain amino acid ABC transporter permease protein
WP_013035521.1,309800.HVO_2290,2.40E-240,836.3,,,,,arNOG[11],"0KT3W@eurNOG,0RGMI@halNOG,11SUM@NOG,arCOG01242@arNOG",NA|NA|NA,L,integrase family
WP_013035485.1,309800.HVO_2957,3.50E-180,636,LIPA,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",K03644,,arNOG[11],"0KS5J@eurNOG,0RFNV@halNOG,COG0320@NOG,arCOG00660@arNOG",NA|NA|NA,H,"Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives (By similarity)"
WP_013035480.1,309800.HVO_1040,7.60E-177,625.2,,,,,arNOG[11],"0KZWJ@eurNOG,0RJ76@halNOG,COG0484@NOG,arCOG02846@arNOG",NA|NA|NA,O,DnaJ domain
WP_013035473.1,309800.HVO_0244,2.60E-170,603.2,,,,,arNOG[11],"0KWRY@eurNOG,0RFD8@halNOG,COG0053@NOG,arCOG01480@arNOG",NA|NA|NA,P,cation diffusion facilitator family transporter
WP_013035455.1,309800.HVO_1996,5.50E-110,402.1,,,K01515,,arNOG[11],"0KU1S@eurNOG,0RH22@halNOG,COG0494@NOG,arCOG01073@arNOG",NA|NA|NA,F,NUDIX hydrolase
WP_013035436.1,309800.HVO_1743,5.20E-148,528.9,,,,,arNOG[11],"0KVGM@eurNOG,0RH43@halNOG,0Y5I8@NOG,arCOG03430@arNOG",NA|NA|NA,S,Zinc finger SWIM domain protein
WP_013035427.1,309800.HVO_1349,9.60E-207,724.5,,,,,arNOG[11],"0M0T9@eurNOG,0RG3Q@halNOG,COG0477@NOG,arCOG00134@arNOG",NA|NA|NA,G,Major Facilitator Superfamily
WP_013035389.1,309800.HVO_0963,9.10E-42,174.5,,,,,arNOG[11],"0M0RC@eurNOG,0RI0F@halNOG,0YSJA@NOG,arCOG03915@arNOG",NA|NA|NA,,
WP_013035369.1,309800.HVO_1211,1.20E-110,404.4,FLAB1,"GO:0005575,GO:0005622,GO:0005623,GO:0009288,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044424,GO:0044464","K07324,K07325",,arNOG[11],"0KTGU@eurNOG,0RHSC@halNOG,COG1681@NOG,arCOG01829@arNOG",NA|NA|NA,N,Flagellin
WP_013035296.1,309800.HVO_0633,2.30E-274,949.5,,,K08482,,arNOG[11],"0KRTP@eurNOG,0RFH5@halNOG,COG0467@NOG,arCOG01174@arNOG",NA|NA|NA,T,Circadian clock protein KaiC
WP_013035270.1,309800.HVO_2696,9.70E-189,664.5,,,,,arNOG[11],"0KU69@eurNOG,0RG81@halNOG,COG0667@NOG,arCOG01617@arNOG",NA|NA|NA,C,Aldo keto reductase
WP_013035269.1,309800.HVO_0173,1.10E-204,717.6,PRIB,,K18882,,arNOG[11],"0KRYG@eurNOG,0RG0C@halNOG,COG2219@NOG,arCOG03013@arNOG",NA|NA|NA,L,DNA primase is the polymerase that synthesizes small RNA primers for the Okazaki fragments on both template strands at replication forks during chromosomal DNA synthesis (By similarity)
WP_013035258.1,309800.HVO_1013,1.40E-252,877.1,CTAB,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944","K02259,K02301",,arNOG[11],"0KSGW@eurNOG,0RG69@halNOG,COG0109@NOG,COG1612@NOG,arCOG00479@arNOG,arCOG03103@arNOG",NA|NA|NA,O,Converts heme B (protoheme IX) to heme O by substitution of the vinyl group on carbon 2 of heme B porphyrin ring with a hydroxyethyl farnesyl side group (By similarity)
WP_013035247.1,309800.HVO_0971,0,1245.3,GYY_05165,,K03726,,arNOG[11],"0KZB5@eurNOG,0RG3N@halNOG,COG1204@NOG,arCOG00553@arNOG",NA|NA|NA,L,Helicase
WP_013035233.1,309800.HVO_0682,6.10E-186,655.2,,,K07448,,arNOG[11],"COG1787@NOG,arCOG02782@arNOG",NA|NA|NA,V,restriction endonuclease
WP_013035173.1,348780.NP4436A,7.90E-38,162.5,,,K06930,,arNOG[11],"0KYB7@eurNOG,0RHVH@halNOG,COG3413@NOG,arCOG02274@arNOG",NA|NA|NA,K,Bacterio-opsin activator HTH domain protein
WP_013035155.1,543526.Htur_1344,2.50E-131,474.2,GLMM,"GO:0003674,GO:0003824,GO:0004610,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0008152,GO:0016853,GO:0016866,GO:0016868,GO:0044424,GO:0044444,GO:0044464","K03431,K15778",PGAMT,arNOG[11],"0KR9U@eurNOG,0RFD5@halNOG,COG1109@NOG,arCOG00767@arNOG",NA|NA|NA,G,Phosphoglucosamine mutase
WP_013035133.1,797209.ZOD2009_11810,7.10E-223,778.9,HBD2,,"K00074,K15016",,arNOG[11],"0KUB0@eurNOG,0RFZW@halNOG,COG1024@NOG,COG1250@NOG,arCOG00249@arNOG,arCOG00250@arNOG",NA|NA|NA,I,Dehydrogenase
WP_013035125.1,1033806.HLRTI_04697,3.20E-258,896.3,,,K12308,,arNOG[11],"0KYY7@eurNOG,0RFEM@halNOG,COG1874@NOG,arCOG04085@arNOG",NA|NA|NA,G,Beta-galactosidase trimerisation domain
WP_013035122.1,272569.rrnAC2632,9.20E-148,528.9,,,,,arNOG[11],"02T2S@arNOG,0KYSG@eurNOG,0RJVB@halNOG,COG0471@NOG",NA|NA|NA,P,Sodium:sulfate symporter transmembrane region
WP_013035117.1,485914.Hmuk_0122,2.00E-188,663.7,,,K01684,,arNOG[11],"0KZV7@eurNOG,0RG0I@halNOG,COG4948@NOG,arCOG01168@arNOG",NA|NA|NA,M,Galactonate dehydratase
WP_013035094.1,485914.Hmuk_3089,1.90E-45,186.8,RPOM,,"K03057,K03658",,arNOG[11],"COG1594@NOG,arCOG00579@arNOG",NA|NA|NA,K,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)
WP_013035087.1,485914.Hmuk_2941,2.50E-74,284.3,,,K01992,,arNOG[11],"0KV3B@eurNOG,0RIRR@halNOG,COG1277@NOG,arCOG02436@arNOG",NA|NA|NA,S,nitrite nitrate reduction protein
WP_013035021.1,272569.rrnB0151,3.40E-36,156,,,,,arNOG[11],"0KZGQ@eurNOG,0RJ6E@halNOG,COG2161@NOG,arCOG01010@arNOG",NA|NA|NA,K,"Inherit from arCOG: transcriptional regulator, copg family"
WP_013034985.1,795797.HacjB3_08435,5.50E-73,279.3,MOBA,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",K03752,,arNOG[11],"0KTW3@eurNOG,0RH1N@halNOG,COG0746@NOG,arCOG01872@arNOG",NA|NA|NA,H,Transfers a GMP moiety from GTP to Mo-molybdopterin (Mo- MPT) cofactor (Moco or molybdenum cofactor) to form Mo- molybdopterin guanine dinucleotide (Mo-MGD) cofactor (By similarity)
WP_013034953.1,543526.Htur_1416,8.40E-130,469.2,,,,,arNOG[11],"COG1055@NOG,arCOG00238@arNOG",NA|NA|NA,P,Citrate transporter
WP_004045371.1,309800.HVO_0255,1.90E-298,1029.6,SPEE,,K00797,,arNOG[11],"0KT77@eurNOG,0RFC8@halNOG,COG0421@NOG,arCOG00050@arNOG,arCOG00130@arNOG",NA|NA|NA,"E, G",synthase
WP_004045357.1,309800.HVO_0242,2.40E-204,716.5,PEPB1,,K19689,,arNOG[11],"0KW3H@eurNOG,0RFX2@halNOG,COG2309@NOG,arCOG01888@arNOG",NA|NA|NA,E,peptidase M29 aminopeptidase II
WP_004045339.1,309800.HVO_0225,1.70E-112,410.6,GYY_06580,,"K03496,K03609",,arNOG[11],"0KYX7@eurNOG,0RH2A@halNOG,COG0455@NOG,arCOG00589@arNOG",NA|NA|NA,D,Cell division inhibitor
WP_004045331.1,309800.HVO_0217,5.40E-125,452.2,BIOM,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944","K16784,K16786",,arNOG[11],"0KSX6@eurNOG,0RFPY@halNOG,COG1122@NOG,arCOG00202@arNOG",NA|NA|NA,P,ABC transporter
WP_004045330.1,309800.HVO_0216,1.10E-117,427.9,BION,,"K16783,K16785",,arNOG[11],"0KTNE@eurNOG,0RH4D@halNOG,COG0619@NOG,arCOG02250@arNOG",NA|NA|NA,P,Cobalt transport protein
WP_004045300.1,309800.HVO_0186,1.30E-231,807.4,TATC,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",K03118,,arNOG[11],"0KTJ6@eurNOG,0RFM3@halNOG,COG0805@NOG,arCOG01919@arNOG",NA|NA|NA,U,Sec-independent periplasmic protein translocase
WP_004045299.1,309800.HVO_0185,0,1359,TATC2,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",K03118,,arNOG[11],"0KTBY@eurNOG,0RFFV@halNOG,COG0805@NOG,arCOG04736@arNOG",NA|NA|NA,U,Sec-independent periplasmic protein translocase
WP_004045290.1,309800.HVO_0177,7.10E-81,305.1,ARSC,,"K01104,K03741",,arNOG[11],"0KUVX@eurNOG,0RHFR@halNOG,COG0394@NOG,arCOG04425@arNOG",NA|NA|NA,T,"Protein-tyrosine phosphatase, low molecular weight"
WP_004045266.1,309800.HVO_0153,2.10E-121,440.3,UREF,,K03188,,arNOG[11],"0M0MY@eurNOG,0RH5N@halNOG,COG0830@NOG,arCOG04530@arNOG",NA|NA|NA,O,Urease accessory protein
WP_004045237.1,309800.HVO_0125,8.60E-89,331.6,MGTE1,,K07244,"COBALTt5,MGt5",arNOG[11],"0KT7S@eurNOG,0RH26@halNOG,COG1824@NOG,arCOG00624@arNOG",NA|NA|NA,P,MgtE integral membrane region
WP_004045183.1,309800.HVO_0100,1.20E-219,767.3,GYY_01515,,K07562,,arNOG[11],"0KRH2@eurNOG,0RG31@halNOG,COG1499@NOG,arCOG04149@arNOG",NA|NA|NA,J,NMD3 family
WP_004045122.1,309800.HVO_0075,2.10E-209,733.4,,,,,arNOG[11],"02U1T@arNOG,0M0D7@eurNOG,0RGC8@halNOG,129SF@NOG",NA|NA|NA,G,major facilitator superfamily
WP_004045086.1,309800.HVO_0059,3.10E-204,716.1,OPPD2,,"K02031,K02032",,arNOG[11],"0KS6T@eurNOG,0RF8R@halNOG,COG0444@NOG,arCOG00181@arNOG",NA|NA|NA,E,Oligopeptide dipeptide ABC transporter ATPase
WP_004045067.1,309800.HVO_0052,1.90E-84,317,,,"K07228,K10716",,arNOG[11],"0KU4W@eurNOG,0RH9P@halNOG,COG0490@NOG,arCOG01970@arNOG",NA|NA|NA,P,TrkA-C domain protein
WP_004045012.1,309800.HVO_0026,2.70E-267,926,ATOE,,K02106,,arNOG[11],"0KW6Y@eurNOG,0RF7A@halNOG,COG2031@NOG,arCOG04315@arNOG",NA|NA|NA,I,fatty acids transporter
WP_004044972.1,309800.HVO_0013,6.80E-82,308.5,CGI121,,K09119,,arNOG[11],"0KURR@eurNOG,0RHCT@halNOG,COG1617@NOG,arCOG02197@arNOG",NA|NA|NA,S,KEOPS complex Cgi121-like subunit
WP_004044957.1,309800.HVO_0004,8.50E-213,744.6,FMN,,"K00219,K10680,K10797",,arNOG[11],"0KSMK@eurNOG,0RF6X@halNOG,COG1902@NOG,arCOG00615@arNOG",NA|NA|NA,C,oxidoreductase
WP_004044810.1,309800.HVO_2955,0,1531.2,BRR2,,K03726,,arNOG[11],"0KW4M@eurNOG,0RFDS@halNOG,COG1204@NOG,arCOG00553@arNOG",NA|NA|NA,L,DEAD DEAH box helicase
WP_004044723.1,309800.HVO_2906,1.40E-151,540.8,GYY_01715,,K02533,,arNOG[11],"0KRWG@eurNOG,0RFJZ@halNOG,COG0565@NOG,arCOG01018@arNOG",NA|NA|NA,J,"RNA methyltransferase, TrmH family, group 1"
WP_004044670.1,309800.HVO_2852,6.90E-162,575.1,,,,,arNOG[11],"0KZKF@eurNOG,0RF7U@halNOG,0Y3UA@NOG,arCOG02888@arNOG",NA|NA|NA,E,succinylglutamate desuccinylase aspartoacylase
WP_004044664.1,309800.HVO_2846,0,1357,SPOVR,,K06415,,arNOG[11],"0KZV9@eurNOG,0RFXW@halNOG,COG2719@NOG,arCOG04632@arNOG",NA|NA|NA,S,Stage V sporulation protein R-like protein
WP_004044654.1,309800.HVO_2836,4.50E-281,971.8,,,K06930,,arNOG[11],"0KZK7@eurNOG,0RFPM@halNOG,COG3413@NOG,arCOG02278@arNOG,arCOG06796@arNOG",NA|NA|NA,T,GAF
WP_004044647.1,309800.HVO_2827,0,2363.2,,,K16898,,arNOG[11],"0M0FC@eurNOG,0RIVQ@halNOG,COG1074@NOG,arCOG00802@arNOG",NA|NA|NA,L,UvrD/REP helicase N-terminal domain
WP_004044639.1,309800.HVO_0283,0,1359.4,GYY_07255,,K03725,,arNOG[11],"0KRJ2@eurNOG,0RF59@halNOG,COG1202@NOG,arCOG00554@arNOG",NA|NA|NA,L,DEAD DEAH box helicase domain protein
WP_004044629.1,309800.HVO_0294,3.00E-185,652.9,MANC,,"K00971,K16011",MAN1PT2,arNOG[11],"0KRGU@eurNOG,0RFTW@halNOG,COG0836@NOG,arCOG02427@arNOG",NA|NA|NA,M,Mannose-1-phosphate guanylyltransferase
WP_004044585.1,309800.HVO_0336,4.40E-247,858.6,,,,,arNOG[11],"0KZBE@eurNOG,0RFAZ@halNOG,0ZJTS@NOG,arCOG06169@arNOG",NA|NA|NA,S,Arylsulfotransferase (ASST)
WP_004044584.1,309800.HVO_0337,2.50E-40,169.5,GRX1,,,,arNOG[11],"0KZY8@eurNOG,0RHS6@halNOG,COG0695@NOG,arCOG02608@arNOG",NA|NA|NA,O,Glutaredoxin
WP_004044579.1,309800.HVO_0342,6.10E-50,201.8,CRCB1,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",K06199,,arNOG[11],"0KUGV@eurNOG,0RI95@halNOG,COG0239@NOG,arCOG04701@arNOG",NA|NA|NA,D,Protein CrcB homolog
WP_004044538.1,309800.HVO_0385,8.10E-199,698,,,,,arNOG[11],"0KYXP@eurNOG,0RGB3@halNOG,COG0582@NOG,arCOG01250@arNOG",NA|NA|NA,L,Integrase
